165,76,1,2
166,86,2,2
177,111,3,2
166,75,1,2
165,84,2,2
175,106,3,2
165,76,1,2
162,87,2,2
172,112,3,2
166,76,1,2
166,84,2,2
176,111,3,2
167,75,1,2
164,86,2,2
174,108,3,2
165,75,1,2
162,86,2,2
174,108,3,2
165,76,1,2
164,88,2,2
176,107,3,2
164,76,1,2
164,86,2,2
174,112,3,2
166,73,1,2
164,85,2,2
175,111,3,2
164,79,1,2
164,84,2,2
175,110,3,2
165,75,1,2
163,86,2,2
174,111,3,2
162,78,1,2
162,87,2,2
175,111,3,2
167,79,1,2
164,86,2,2
177,110,3,2
164,77,1,2
166,86,2,2
173,111,3,2
168,76,1,2
164,86,2,2
177,108,3,2
163,77,1,2
164,84,2,2
178,110,3,2
165,76,1,2
166,84,2,2
177,111,3,2
169,76,1,2
163,87,2,2
174,110,3,2
163,79,1,2
162,88,2,2
176,110,3,2
163,75,1,2
162,84,2,2
176,107,3,2
165,76,1,2
163,88,2,2
175,110,3,2
163,77,1,2
165,85,2,2
176,108,3,2
165,80,1,2
167,87,2,2
176,111,3,2
167,76,1,2
164,85,2,2
178,110,3,2
164,75,1,2
165,83,2,2
175,110,3,2
164,76,1,2
162,84,2,2
174,108,3,2
164,77,1,2
164,89,2,2
175,109,3,2
165,76,1,2
164,85,2,2
174,112,3,2
164,77,1,2
164,86,2,2
176,112,3,2
167,78,1,2
167,85,2,2
176,110,3,2
164,76,1,2
166,88,2,2
174,112,3,2
163,76,1,2
167,84,2,2
176,108,3,2
164,79,1,2
166,85,2,2
175,111,3,2
166,76,1,2
165,86,2,2
176,110,3,2
164,76,1,2
165,86,2,2
173,110,3,2
165,77,1,2
162,85,2,2
178,110,3,2
165,75,1,2
163,84,2,2
175,111,3,2
164,75,1,2
164,85,2,2
175,111,3,2
163,77,1,2
162,84,2,2
176,109,3,2
166,79,1,2
167,85,2,2
176,111,3,2
166,77,1,2
163,86,2,2
175,111,3,2
165,79,1,2
164,86,2,2
177,108,3,2
166,73,1,2
166,87,2,2
176,111,3,2
167,76,1,2
167,85,2,2
178,109,3,2
164,76,1,2
164,85,2,2
174,109,3,2
167,78,1,2
164,84,2,2
175,109,3,2
166,77,1,2
166,84,2,2
180,110,3,2
165,78,1,2
168,85,2,2
174,109,3,2
164,77,1,2
163,86,2,2
179,107,3,2
166,78,1,2
161,89,2,2
177,110,3,2
164,76,1,2
166,85,2,2
176,111,3,2
166,77,1,2
163,84,2,2
176,114,3,2
166,75,1,2
167,85,2,2
176,109,3,2
164,78,1,2
162,88,2,2
176,109,3,2
165,79,1,2
163,84,2,2
176,110,3,2
166,76,1,2
166,85,2,2
175,108,3,2
166,79,1,2
